term_str,0,1,2,3,4,5,6,7,8,9
juvenile,0.03914417647831073,-0.021650714059488672,-0.0016984108001109222,0.009515344632596595,-0.07328503391087877,-0.018669504030033493,0.008783979070735968,0.03812300141169037,0.020079621239592116,-0.03154025748098872
juveniles,0.03053302529536662,-0.012200962050558508,-0.003351422698967781,0.008317356184950565,-0.06537492420752797,0.0008658868147572136,-0.005475810829648989,0.0469283774452847,0.03086230301714463,-0.02704419868996562
smashing,0.014683741095442892,-0.012024817058216262,0.003932299454902084,0.000930925401490215,0.007231886882309337,0.001486732726735174,0.005103844335296919,-0.007432500014733149,0.009797339364746482,-0.0031965556425738216
cinema,0.012234608397025613,-0.011831040173402814,0.00328189670810172,-0.008167829034658371,0.009017310729482957,0.01370389964087398,-0.004815811482134693,0.002478056559395937,-0.03347854448966972,-0.0002577429733797419
smash,0.027405532742136984,-0.006209936380352831,0.0037986705838699386,-0.0064837753571368555,0.02494445506953891,0.047857759770542976,-0.017300650137798714,0.0037067282426177296,0.01782938199744754,0.010142696521528343
awry,0.008225243253785949,-0.013965413551215403,0.012852427315046523,-0.008951647141962804,-0.021615161115494722,0.026160566038075914,-0.014638201346793481,0.035265624374800325,-0.00759190138567785,0.019304944978246384
truce,0.03029171159581768,-0.0034097062319298145,-0.011321395053101294,-0.01301315483218305,0.02154889989456533,0.006062397086486033,-0.04488791358399347,-0.011750615049031615,0.0159390303625891,0.02288092456077093
smalltown,0.02148043169439234,0.004342167230195926,-0.024862225506437314,0.016492470624843318,-0.03706782544133395,0.03192388651898666,0.011431068567283957,-0.031791897777586835,0.017125112452041485,-0.07739370532325696
slur,0.03365211661572413,-0.03177128964901688,0.008700709644762026,-0.001735219015634057,0.007823484518800583,-0.0231227042750467,0.02330918065429777,-0.02072262237294999,-0.026889403808381722,-0.016215653817303544
provisions,-0.04890971185114401,-0.02055273790336565,-0.03810910751438134,-0.059669603290579645,0.0232068674719108,-0.009063060750563874,0.08152528783629344,0.04124222133599439,-0.02744936022242046,-0.0006351793354672915
packing,-0.008031257937006977,-0.03886743842817796,-0.004904954086797913,-0.016043156183379606,0.011487704678303439,-0.008000170118801244,-0.025043841023182318,-0.011507715523722055,-0.010916777323372645,-0.0197675911660802
slump,0.01970019185669203,-0.015656438105858064,0.005345976205053695,-0.007783145255575416,0.007478853980572323,0.006999444530303476,-0.0011848349580943203,-0.002058561995141987,-0.03821677725603833,0.007189787909260164
sluggish,0.011914550953348403,0.013215617685496922,-0.019327484564874927,0.0182960642617352,-0.05891521269359262,0.023658616556609637,0.007137068376525185,-0.03054649915844366,0.005316057775358054,-0.014232396614940919
harmony,-0.004222102441536601,-0.02053207179840176,-0.01201632400207973,-0.009769412354675273,-0.02724286852324833,-0.010509528623738313,-0.040683045335256574,0.022410646609758608,-0.010726568906854316,-0.01726250733999083
pleas,-0.0032019043441709498,-0.035099289508609195,0.010844858962715146,-0.0067178382493831325,-0.06253741717445173,0.008040002959170272,-0.0031656205145833122,0.060659311698929116,-0.02281315057781809,-0.03467516965257533
kicker,0.04405287354060621,-0.0088725919338153,0.0085893934212725,0.00536175724077313,-0.010700105942430559,-0.05751195825703838,0.019133123238625732,-0.030128079786687783,-0.021474251415033098,0.05536162043435037
cigarette,0.01472130117326038,-0.00881379614126835,0.0019089929389015327,0.0007330407450044875,0.0068307449748589225,-4.849934774369571e-05,0.004935586484435956,-0.007081690999143297,0.011377921746483005,-0.006536367653124845
harmful,0.004105645167490346,0.0009177114255747458,-0.01286149978502514,0.019888727957233242,-0.0670015351369154,0.016498422493514645,0.008012778249204398,-0.03196717287206286,-0.005009775414898405,0.0073306453041919505
provocative,-0.03946026832015953,0.027211870189470435,-0.04958880401595694,-0.052762180163385033,0.010826378531092095,0.05370412475634877,0.07606530784971834,-0.002826844210055315,-0.002311739583545565,0.042161630560040485
backer,-0.027084710215586144,-0.006180506616176396,-0.029680261975852912,-0.00469588066532454,-0.014784456602141486,0.018801140704226227,-0.03192835361175074,-0.04993935985032881,-0.0526084726951763,-0.027001121607795588
backers,-0.01965864173739032,-0.002098703589395159,-0.02647901351940997,0.03381868849773958,0.032083860869226544,-0.017499999413939663,0.044327076124791635,0.032463328569889316,0.0035339257422152682,0.012066522592864753
skipping,0.013423470398307366,-0.021057279088553763,0.007388751704220486,-0.012734588422892762,0.02171518011953685,0.04826550679508421,-0.01477911721605637,0.00870105271884629,-0.02316275601823714,-2.2680612858939707e-05
skipped,-0.004728635134506748,0.0013925887658914936,-0.0295299210566705,-0.02709923911108973,0.013112343151360239,-0.013859326561596547,0.039848679587334394,0.015780220914835143,-0.016875128855510152,-0.0135040752614637
skinny,-0.014210202080569119,-0.025582308251341807,-0.011374704004667011,-0.017436858061820177,0.00838634041356117,-0.02033810652013816,-0.03478140082179967,-0.0032290896572489502,-0.047761056362644855,-0.020759526190459864
750000,-0.011473202301037428,-0.006489711943280038,-0.0030941430144701865,0.05127937163770401,0.02486846576006582,-0.013578920569001444,0.0018257378761754569,0.02103732483202599,-0.03345199551030866,-0.0027799762613810214
singers,0.01946958693214936,0.009063193254512165,-0.005005559698693139,0.05358676663662166,0.03293728009030158,-0.005453586856085718,0.0009287384683881105,0.013582055298692091,-0.0025139975411180306,0.012207029527386134
simultaneously,-0.03972448182701454,-0.031925174377350124,0.004853821433002019,0.01077588509325607,-0.06170938234996061,0.02943646102039854,0.01761266112356647,-0.023978714635292442,-0.0050612889050573266,-0.010062339365626132
simulation,0.01889304208520573,-0.01066849074462277,0.0067281669035533335,-0.0047462579002213595,0.006403487493520731,0.013459554717275453,0.0013460129316749054,-0.004644059592253206,-0.008438291030033454,0.015386155619759295
palace,0.07903096392800556,-0.013291611841429388,-0.0035825784839095347,0.006028970050674171,0.03168520947057745,-0.029870071984889876,0.04124782117392306,-0.040792774995070884,0.05308813942961241,-0.07470281901620635
umbrella,0.005608220635782209,-0.016637798435876188,0.005044947965422557,0.001888775387997247,0.00014457169076198052,-0.01308857363083787,0.014214194689236749,-0.011258056282071239,0.00683968162341052,-0.007733015037624215
drafting,-0.042571584147991004,0.026366487404497447,-0.07206398958449711,0.056965219362319026,-0.005657858305494239,0.022973111491896753,-0.061041853436721354,-0.08862293559203979,-0.04211994417798634,-0.03644515462834748
unaccompanied,-0.02368319842159642,-0.0054665778422807055,-0.03188262573381976,0.033154839171457035,0.03648578140513304,-0.041315311133004975,-0.07222193385905804,0.007897386243387353,-0.015035226306327929,0.004222598675908227
planted,-0.008623232968743112,-0.02197553341134676,-0.013202304077140467,-0.01727767121324347,0.009453142335977221,-0.02108896295657708,-0.035163176652224896,-0.0035646577230786427,-0.04773192900538185,-0.023016432042044323
coordination,0.004737984439759256,-0.015799311994595108,0.004328056110869177,-0.021596993877280556,0.028263186343758483,0.03470924420407648,-0.0423647695019401,-0.0021313393309699007,0.028918924297704342,0.0291008126898643
punched,0.04636442057264234,-0.009700203155969023,-0.010288579127559217,-0.015737874020025418,0.029904806801793082,0.009433184134904583,-0.028971934587777436,-0.019781140587299163,0.017813093372938432,-0.007621298454928093
laughed,-0.011267594830756752,-0.038229211434077,0.008907054058994656,-0.0020726632983537525,0.0029188484564739,-0.008578244259574442,0.016488912359089232,-0.0070754933310782035,-0.014213598280359938,-0.031100211592241075
punching,0.008772017970833391,-0.028458008607537565,0.0009204466059925079,-0.015935325124474004,0.015275856066304274,0.011078255134126297,-0.006041575947947318,0.00886244413910204,-0.0849089671283692,-0.037446964084383236
unanimously,0.03858824015449972,-0.01970961356034416,-0.0069230358352082196,-0.016176086033864154,0.003984926296833435,-0.04087481062571812,-0.02010135381880712,-0.025625641708568538,-0.04752193604845508,0.02383861665097688
unanswered,0.012261448888854817,-0.013355816426908453,0.004360604528368101,-0.0020885680548004466,0.014487699071404429,0.022532688450044854,-0.0017963380862068051,-0.0019089610761084228,0.016995894371922,-0.007358712474992567
coordinating,-0.009191813600410768,-0.026786334365944183,-0.006793463255920059,-0.007214916852478014,0.006148132966996482,-0.024561546066014597,-0.01782048722616035,-0.018595966345832188,0.022516556026363967,-0.015831538394719468
sights,0.016657744705959272,-0.012834879875364292,0.0044694496319305724,0.0035866997509166943,-0.03964072794200753,-0.008500445840165145,0.0008469219779135827,0.0192917068334888,-0.0025885241424239602,0.011631897424383928
fantastic,-0.0065982434908632304,-0.014295548026094538,0.004662447688117959,0.053121786690145556,0.02205972405927935,-0.011381593768624899,0.011968614005420378,0.011746681512930335,-0.011288683042307214,0.015741718020794226
downplayed,-0.012109907582337055,-0.0007296258791217543,-0.05251279628991221,-0.03848903655284986,0.018710329943361588,-0.05078349436338234,-0.02777988442919127,-0.006551686892487258,0.025524252754881745,0.019272922433172506
downplay,0.0003422526536424764,-0.014187442689430773,0.001447294124324202,-0.0163612868813187,0.02525188434356895,0.014690599986581038,-0.033991214146154095,-0.006915626910997415,0.038328857734620976,0.011950845939491651
downfall,0.006473631334840021,-0.013602341861754484,0.015153858508348208,-0.006584740760978731,0.014784220748610152,0.016005850895837535,0.010072491338326182,-0.003919022618614589,0.023621906723498804,0.004721489207568622
baseless,-0.014145109964612655,-0.0018032596462669115,-0.015863975154933204,0.013981973338955551,-0.060287073608020963,0.03322052689402347,-0.0007323314733865401,-0.018993451144270635,-0.024930903414946304,-0.020198070289240557
drastically,0.005035876061345697,-0.016638077794261855,0.005564387878985307,-0.005061122947632664,0.0007903510039980827,-0.003630038474347291,-0.002677624056008181,-0.0011338007348647456,-0.035214082132627555,0.014795794744599747
halting,-0.015668138106877862,0.005197339657063047,-0.059307706573150404,-0.01269140676950808,-0.0004636803623816626,-0.010209505446519497,-0.09627266888685838,-0.07782351773225565,0.03918101928761521,-0.012220415420995546
banner,-0.01571831601431444,-0.0424738159743044,-0.0131320962941618,-0.026687732081264043,0.02703686382955699,-0.00015740023502985374,-0.04282698282557233,0.007413474124828113,-0.08609089083319504,-0.06679892999242179
banana,-0.0018841425913502317,-0.0012049768678478406,-0.0033169117013911367,0.05555199760868255,0.033434801515734525,0.000991786987618653,0.0018105771275814797,0.01766112708983734,0.011501510233259396,-0.005877523897299068
laboratory,0.027510369159843208,-0.01383936638050652,-0.0007110620906841042,0.007149878982304165,-0.025320376812548003,-0.0039323060094093734,0.004527428054040415,0.01570839723608519,0.031198390850999614,-0.029031873295938905
skies,0.026419280989919757,-0.02337794278068715,0.0002811177962922973,-0.01200747904447889,-0.04551801493992107,0.05875126349206679,-0.033680746242629345,0.0712017140700816,-0.036711176500269616,-0.027621247782443754
cues,-0.002199981355587048,-0.02131444762199362,0.006099595086882905,-0.004231655100964191,0.0006053247316988269,-0.004253819059771041,0.004195670522254787,-0.0014069182497278149,-0.03316093633446288,-0.0037831539925261173
twoday,-0.00479625887828061,0.04673215698888101,-0.09346650060451711,-0.03982396079636591,-0.003991795273535872,-0.020605903386229845,0.047595764413705346,-0.03345008412109303,0.01167864825022395,0.02043364309499195
playoff,0.19612026379525624,-0.0140656407722487,0.021979497762964536,-0.007816690425938326,0.0007402192976418923,-0.08330008463491086,0.043084105079470705,-0.077841509757621,-0.09009835186264685,0.14826238089499805
lacking,-0.006556243602522279,-0.010185892003878339,-0.004805776131100371,0.014950783509535215,-0.031645233923559495,0.01679088751810901,0.019321170465695786,-0.06243045028349273,-0.016589361748430478,0.019133191071542623
publishers,0.010592062321959927,-0.013221200372890332,0.014763999605121121,-0.006834442356179214,-0.014874907996090045,0.04921577721122657,-0.016419437773957123,0.03556995824267069,0.03162729606125762,0.019309508332263782
landfall,0.03476008795311062,-0.007187458522571233,-0.014282063820756379,-0.005012404097680544,-0.09239494068717338,0.018821508841743516,-0.06710617832401507,0.07768074954926521,0.024601811529427003,0.014457367540674887
cope,0.02309742421986841,-0.006151378644546474,0.0017556751939596803,-0.0008870905839753275,0.009250427190627198,0.003922806728452521,0.004478161185641834,-0.007543950769630288,0.006932061893372682,-0.004337339769044197
choking,0.019796769514436385,-0.005746139400380788,0.002265256176630663,-0.0011463584803325575,0.008957524647299398,0.005813908559221516,0.0028315864241649433,-0.006187464972405981,0.006103911426740439,-0.0012913648941452508
sinister,-0.016241377977618543,-0.031851343270942835,0.031418438662193085,-0.015731429705900933,0.017265197315000865,0.02514435199992235,0.009923281651086018,0.004945088199944114,0.0004998050506219222,0.02189848939425586
twotime,0.004727497834595936,0.0322076697856806,-0.0472462480550257,-0.008093746773216445,-0.018426960524753174,0.004019742271090162,0.04759752922058009,-0.043271427635418504,-0.005975921119442089,0.017332884715316226
handcuffs,-0.004460864083654037,-0.0009133345130969938,-0.006454589384857805,0.05056482762733304,0.03292896548279129,-0.006496908996434971,0.0027843606966565793,0.02100083715031929,-0.023702727379835007,-0.021857143068560424
twoweek,-0.019247032339304262,0.002253641477258634,-0.05790772941272484,-0.04681269719733225,0.024122044471401437,-0.033074504562339936,-0.037806835914147935,0.006804135086900626,-0.00451064668940273,-0.003690513144507278
sitcom,0.02949659488045394,-0.007732846436046438,-0.0031293489048026496,0.00454436504060075,-0.07250337116319266,-0.017318167377833177,-0.010195564588515636,0.049039695889826096,-0.01996721873106944,-0.00462655170558549
lanes,0.014054128156571788,-0.02039048598517061,-0.003117048169827657,-0.007760331225860867,-0.022703610392279715,0.014965409507843728,-0.010762419090865219,0.034698388490631435,-0.04195284835009375,-0.042631280187863635
norwegian,0.04976706011350572,-0.005196594340136037,-0.009022881911591455,-0.005519581244249835,-0.00381165561450589,-0.06808182550446767,-0.016955802611067185,-0.03648397458162952,-0.016476049995837957,0.0502956723894546
dreaming,0.01391791096203948,0.013716956726277395,-0.028523621994896792,-0.026885647109220683,0.019116204509716878,0.006059545258710303,0.03353017922842092,0.014633019937667474,0.006877254096367897,0.010612123391753613
bankers,-0.009640924562894048,-0.042083067259349786,0.009845967850062613,-0.012422836974190055,0.009994488167087135,0.015776540117231612,0.0024267413749504015,0.004252056763533048,-0.05286272223174216,-0.02615353465764204
lap,0.019375396340787297,-0.024546501652702595,-0.01750080947251757,-0.026027525635005603,0.03959361020833161,0.017035086791595537,-0.04820301310178892,0.0020768161431561198,-0.04736496819749721,-0.056483683959351876
facetoface,0.005338735440123749,0.005273807085570872,-0.028729274198728977,-0.02346833620321097,-0.021205378829652552,0.011738902210340796,0.026011404936063166,0.04641637111486889,0.015019418161152522,0.0027518444789959755
oxygen,-4.845117054330679e-06,-0.015118317079509924,-0.008599966243775145,-0.011453899186380533,0.01095635934659656,-0.002695681538677974,-0.0337012618807222,-0.009866690502817422,0.012599940768022549,0.003423450599080087
companion,0.019176519888949736,-0.012565821118166646,0.0005212295214305516,0.008404106052039652,-0.03395349777148903,-0.019619352452903378,0.00831015419797014,0.013520861120999974,0.021657496329846475,-0.017632706004856114
extramarital,-0.02556005510846721,0.009616416194217834,-0.07712125000907265,-0.059479097980059,-0.04275297910914662,-0.010570655720905953,0.00933015084612134,0.0990111777814486,-0.022129241260139453,-0.016657139378191126
atmospheric,-0.007731429419122355,-0.04377310930689361,0.016078351360649164,0.00444835239548904,0.0013720591656657356,-0.005310818077069338,0.015696762626543403,-0.01261174816325205,0.015458011069136043,-0.0005341345211067399
transforming,-0.005373517339480622,-0.01864159449464259,0.01800722023432911,-0.00393854248227871,0.0010065405343973538,-0.004827192704403573,0.014922458526851673,-0.0064058808371260665,0.010249896011944908,0.020936854850745402
observation,-0.023869503876607374,-0.06082856888141334,0.026656321182741465,-0.0013177547258080714,0.004698982350906276,-0.014534248933610607,0.030269624116921096,-0.011637881629095174,0.006291952608251386,-0.020629486772294474
obscure,-0.04108930396271052,-0.0243162188152314,0.02772284732756086,0.004959779382862465,-0.05329149150522935,0.04132093737246408,0.02850239469966679,-0.025502315268896358,0.04479651351948487,0.037498729381005055
translate,-0.024279412775054333,0.0219780394331983,-0.04669665171161976,0.022846466902649833,-0.08686379520971864,0.040455662218501026,-0.02647072061827306,-0.08359028029712973,0.0021926164265950536,0.0023113970700750644
external,0.001641072956050497,-0.023465037376645247,0.006559009005545433,-0.005849508990868669,0.0010760662818402064,-0.004098235846713829,0.0076266885564039355,-0.0035602044674141768,-0.034428167587098164,-0.006502076165625451
translation,-0.026612627081434737,-0.027902666595642688,-0.00885159249842499,0.051276552845387596,0.028865687055008003,-0.035496039269934956,-0.017013287924737622,0.001699595147494918,0.023209677035916743,-0.008877214372899267
attached,0.00300114225566319,-0.039480216506301506,0.011036724917937182,0.006013726063696368,0.0008936409973320297,-0.024786105016804796,0.02943336163172867,-0.021383985797154056,0.021634642191635474,-0.025540239528964486
extinction,0.013225870871223358,-0.007009400734745208,0.003780121360015624,0.0464697437644694,0.04240269238481768,0.03798411364843333,-0.016174945103467155,0.02344007820156631,0.0007131766446639988,0.03654144552625463
sore,0.0062182996395128256,-0.011857776573198673,0.012877871128954567,-0.00018610381561493382,-0.033521479194763254,-0.0013805425044471644,0.004655633430465136,0.023276514422318602,0.018082462301513343,0.013751630878761849
attackers,0.006647480207903555,-0.00789997466186026,-0.012810547191741841,-0.010140707708451418,0.015485509783993686,-0.005266485172935354,-0.03285969619124924,-0.011334759072707661,0.022215239003557544,-0.009974849197160934
somewhere,-0.039624358903688685,-0.0883329780522235,0.06766906180005504,-0.003237797771743205,-0.017037635843427348,-0.009498823792574896,0.0603012087261152,0.003697629542606676,0.10336438277560603,0.007850418154614333
crop,0.01849793474349703,-0.0011653517976727306,-0.0028118386740362544,0.05591824077058479,0.027658658750309918,-0.014104100408609245,0.005308629116760159,0.010819895018305496,-0.0045129459429328195,0.013123316105983624
someday,-0.007067930710180434,-0.023791523091309393,0.015611067753941252,-0.005958380494657285,0.008026232254747329,-0.006010998043603379,0.013427058353393041,-0.003293258234416278,-0.007190094767756601,-0.0041805705821632
solved,-0.018571225522765366,-0.022096735446738482,-0.010862898996625351,-0.021458411966389725,0.014570628905611525,-0.03050707969307182,-0.05616871525905407,-0.019998223077476073,0.03483173995427957,0.014920042226234189
civilization,-0.025726026147398738,-0.059163818329880345,0.04277147675879077,-0.006230232066619988,0.01216325981735562,0.010139224156845279,0.031232340133178597,-0.011138402346404475,0.04468069563137091,0.02074349854657499
solidify,-0.023649614440510277,0.09402393039824951,0.10950611805524622,-0.03888001906574423,0.009559724151761543,-0.013525084150442164,-0.026756738012308753,0.005555539417586129,-0.027691096172362838,-0.05811707419651492
trap,-0.021928916848282645,-0.002779628272001344,0.00018254018917989714,0.009792175050775712,-0.023614596007069652,0.03081072786931318,0.019841681062987174,-0.05407372290927189,0.008438996393969356,0.011678223542262636
solely,-0.014856330523478772,-0.03598493866499911,0.005823547820600469,-0.008063522561044034,0.013543217769447708,-0.026396907540375453,-0.006754766701861702,-0.02193946772584654,0.0479108325332875,-0.01374307987240324
item,0.0054284203961026635,-0.02934563652342302,0.010132096420437716,0.00535186416204789,-0.003492455243473677,-0.02431568647881046,0.019774653455628913,-0.01687501110978944,0.006175737862953997,-6.350480239480715e-05
trauma,0.01326587800547333,0.012890039632539516,-0.019491220407516063,0.01868104912946286,-0.09376674817192607,0.044691026717472826,-0.012124103203681909,0.005536900733819975,0.007808317025353543,-0.002243993827731961
edited,-0.01723251837244839,-0.0017243370387445799,-0.07014060792154084,-0.04783858084720193,0.032817817967020976,-0.05781322374807183,-0.05883761887074531,-0.014112872203114578,0.05301202203817408,-0.012322772575236155
atlantabased,0.0047866550029864435,0.011462601851448196,-0.04813635711181807,-0.027581347667931123,-0.012766490694439261,-0.021512252023328057,-3.549667797401364e-05,0.03227865220166506,0.03959163401322198,-0.021756722812414683
transfers,-0.017466401106187204,0.021065375323781797,-0.044516873460491144,-0.055892914797104,0.028846442373663638,0.01355981492645709,0.06782160094541062,0.041017831761358106,0.02157156244577143,0.03917442905474188
height,0.0027651398122504477,-0.03149718345534901,0.00232751338427895,-0.007814955913782484,0.013877986612350339,-0.004259534318416574,0.013193287632494808,-0.0037336103057546022,-0.037660194158353075,-0.05748388031979083
invoke,-0.02393996650255688,0.014045958040932916,-0.04409431643122239,-0.05126028216224027,0.025061415943083063,-0.007008606100303824,0.080762891004642,0.03367620093380464,0.030618098651784026,0.02165896616727324
clandestine,-0.0005383958874914343,-0.014006358293522673,-0.008316508321690123,-0.012347853545665895,0.015855863536901976,0.011372936446616822,-0.04257859417427529,-0.005104623736571465,0.01728492038915362,0.009069041811465256
spacecraft,0.08224002551875843,-0.01485326886171258,0.012699281639725992,-0.014818722380858984,-0.008445205484556443,0.05029742747750833,-0.0013362720659181745,0.013729872601364632,-0.023723133454347206,0.02683600817757162
critique,-0.018633117668336183,-0.016750470254476988,-0.042146825766298274,-0.03735830809447793,0.026981306987544924,-0.026084408709094557,0.006673437853562574,0.010666527857444602,-0.019737783245866093,-0.04446040487449944
poetry,-0.011858233513996648,-0.022875160231066366,-0.012849590008213212,-0.018588592877003447,0.012112783112410895,-0.012536494452224852,-0.036106011294683514,-0.0011654071177502434,-0.04591256581634466,-0.028892616004215967
absent,-0.024930283121073912,-0.05950350047253377,0.005424138689470386,0.0021918765066821885,-0.04465634725162579,-0.041381327395379565,-0.017890782612287576,0.0036457707582900987,0.0225845301635305,0.008954146492965854
sovereignty,-0.013664346836903107,-0.012739062101382611,-0.0008257457687738096,0.05304715041160933,0.024166202892792414,-0.016018184315847513,0.0036978953035202533,0.01964350928902877,-0.031791066964904774,-0.002522068017260203
absence,0.018465323990162732,-0.046194821164709444,0.011954260201073921,0.005501015442789629,-0.004060624281896269,-0.05190696068356557,0.030921342559478593,-0.027378064601091386,-0.019105402882502717,-0.010342959523331675
sovereign,-0.023810112735644054,-0.04437622400476551,-0.007496055328479782,-0.023104850709270056,0.013482665213932108,-0.0112261037957555,-0.03351296670456696,0.0009433754556652136,-0.07353624627506974,-0.04091236990269641
trajectory,0.009080631213426131,-0.008478690519499538,0.0025787701133746115,0.001602190660317117,0.001594736267829193,-0.010177715565254736,0.009608635251606863,-0.008764058886873904,0.004965585249127932,-0.005139552032695599
transferring,0.004434720844519025,0.011823010702109445,-0.02945289674581649,-0.02258086226681286,0.01152154491572037,-0.013396696569683878,0.04053163529427024,0.011582175294778677,0.008457465892070639,0.0034557765517878427
prompts,0.020881916606441855,-0.025581396657384202,0.01792309861880871,-0.0232162487704877,0.03032215425659292,0.042742549029982424,-0.0022114848170141843,0.006018611278115189,-0.046812326418150196,-0.0002017060794892966
